index;GROUP;CODE;NAME;YEAR;DISEASE;DENOMINATOR;INCIDENCE_RATE
53269;WHO Regions;emr;Eastern Mediterranean Region;2012;RUBELLA;per 1,000,000 total population;2,9
53314;WHO Regions;eur;European Region;2012;RUBELLA;per 1,000,000 total population;42,3
53315;WHO Regions;eur;European Region;2012;PERTUSSIS;per 1,000,000 total population;77,2
53316;WHO Regions;eur;European Region;2012;TTETANUS;per 1,000,000 total population;0,3
53317;WHO Regions;eur;European Region;2012;DIPHTHERIA;per 1,000,000 total population;0,0
53318;WHO Regions;eur;European Region;2012;CRS;per 10,000 live births;0,1
53319;WHO Regions;eur;European Region;2012;MEASLES;per 1,000,000 total population;34,0
53320;WHO Regions;eur;European Region;2012;MUMPS;per 1,000,000 total population;53,4
53321;WHO Regions;eur;European Region;2012;JAPENC;per 1,000,000 total population;0,0
53322;WHO Regions;eur;European Region;2012;POLIO;per 1,000,000 <15 population;0,0
53323;WHO Regions;eur;European Region;2012;NTETANUS;per 1000 live births;0,0
53324;WHO Regions;eur;European Region;2012;YFEVER;per 1,000,000 total population;0,0
54352;WHO Regions;sear;South-East Asia Region;2012;JAPENC;per 1,000,000 total population;0,8
54353;WHO Regions;sear;South-East Asia Region;2012;NTETANUS;per 1000 live births;0,0
54354;WHO Regions;sear;South-East Asia Region;2012;MEASLES;per 1,000,000 total population;17,0
54355;WHO Regions;sear;South-East Asia Region;2012;TTETANUS;per 1,000,000 total population;2,0
54356;WHO Regions;sear;South-East Asia Region;2012;CRS;per 10,000 live births;0,1
54357;WHO Regions;sear;South-East Asia Region;2012;MUMPS;per 1,000,000 total population;330,7
54358;WHO Regions;sear;South-East Asia Region;2012;RUBELLA;per 1,000,000 total population;3,7
54359;WHO Regions;sear;South-East Asia Region;2012;DIPHTHERIA;per 1,000,000 total population;2,1
54360;WHO Regions;sear;South-East Asia Region;2012;YFEVER;per 1,000,000 total population;0,0
54361;WHO Regions;sear;South-East Asia Region;2012;PERTUSSIS;per 1,000,000 total population;28,5
54362;WHO Regions;sear;South-East Asia Region;2012;POLIO;per 1,000,000 <15 population;0,0
54780;WHO Regions;wpr;Western Pacific Region;2012;RUBELLA;per 1,000,000 total population;24,0
54781;WHO Regions;wpr;Western Pacific Region;2012;MUMPS;per 1,000,000 total population;351,8
54782;WHO Regions;wpr;Western Pacific Region;2012;NTETANUS;per 1000 live births;0,0
54783;WHO Regions;wpr;Western Pacific Region;2012;TTETANUS;per 1,000,000 total population;1,4
54784;WHO Regions;wpr;Western Pacific Region;2012;DIPHTHERIA;per 1,000,000 total population;0,1
54785;WHO Regions;wpr;Western Pacific Region;2012;YFEVER;per 1,000,000 total population;0,0
54786;WHO Regions;wpr;Western Pacific Region;2012;PERTUSSIS;per 1,000,000 total population;23,4
54787;WHO Regions;wpr;Western Pacific Region;2012;POLIO;per 1,000,000 <15 population;0,0
54788;WHO Regions;wpr;Western Pacific Region;2012;MEASLES;per 1,000,000 total population;5,8
54789;WHO Regions;wpr;Western Pacific Region;2012;CRS;per 10,000 live births;0,3
54790;WHO Regions;wpr;Western Pacific Region;2012;JAPENC;per 1,000,000 total population;1,2
54857;WHO Regions;afr;African Region;2013;MEASLES;per 1,000,000 total population;183,9
54858;WHO Regions;afr;African Region;2013;POLIO;per 1,000,000 <15 population;0,2
54859;WHO Regions;afr;African Region;2013;CRS;per 10,000 live births;0,0
54860;WHO Regions;afr;African Region;2013;DIPHTHERIA;per 1,000,000 total population;0,4
54861;WHO Regions;afr;African Region;2013;NTETANUS;per 1000 live births;0,0
54862;WHO Regions;afr;African Region;2013;PERTUSSIS;per 1,000,000 total population;18,9
54863;WHO Regions;afr;African Region;2013;JAPENC;per 1,000,000 total population;0,0
54864;WHO Regions;afr;African Region;2013;TTETANUS;per 1,000,000 total population;6,3
54865;WHO Regions;afr;African Region;2013;RUBELLA;per 1,000,000 total population;15,3
54866;WHO Regions;afr;African Region;2013;YFEVER;per 1,000,000 total population;0,4
54867;WHO Regions;afr;African Region;2013;MUMPS;per 1,000,000 total population;51,0
54890;WHO Regions;amr;Region of the Americas;2013;POLIO;per 1,000,000 <15 population;0,0
54891;WHO Regions;amr;Region of the Americas;2013;PERTUSSIS;per 1,000,000 total population;58,0
54892;WHO Regions;amr;Region of the Americas;2013;DIPHTHERIA;per 1,000,000 total population;0,0
54893;WHO Regions;amr;Region of the Americas;2013;MEASLES;per 1,000,000 total population;0,5
54894;WHO Regions;amr;Region of the Americas;2013;TTETANUS;per 1,000,000 total population;0,5
54895;WHO Regions;amr;Region of the Americas;2013;MUMPS;per 1,000,000 total population;17,9
54896;WHO Regions;amr;Region of the Americas;2013;JAPENC;per 1,000,000 total population;
54897;WHO Regions;amr;Region of the Americas;2013;RUBELLA;per 1,000,000 total population;0,0
54898;WHO Regions;amr;Region of the Americas;2013;YFEVER;per 1,000,000 total population;0,0
54899;WHO Regions;amr;Region of the Americas;2013;CRS;per 10,000 live births;0,0
54900;WHO Regions;amr;Region of the Americas;2013;NTETANUS;per 1000 live births;0,0
55411;WHO Regions;emr;Eastern Mediterranean Region;2013;POLIO;per 1,000,000 <15 population;1,8
55412;WHO Regions;emr;Eastern Mediterranean Region;2013;DIPHTHERIA;per 1,000,000 total population;0,6
55413;WHO Regions;emr;Eastern Mediterranean Region;2013;YFEVER;per 1,000,000 total population;0,0
55414;WHO Regions;emr;Eastern Mediterranean Region;2013;PERTUSSIS;per 1,000,000 total population;14,2
55415;WHO Regions;emr;Eastern Mediterranean Region;2013;RUBELLA;per 1,000,000 total population;6,5
55416;WHO Regions;emr;Eastern Mediterranean Region;2013;JAPENC;per 1,000,000 total population;0,0
55417;WHO Regions;emr;Eastern Mediterranean Region;2013;NTETANUS;per 1000 live births;0,1
55418;WHO Regions;emr;Eastern Mediterranean Region;2013;MEASLES;per 1,000,000 total population;33,9
55419;WHO Regions;emr;Eastern Mediterranean Region;2013;TTETANUS;per 1,000,000 total population;2,5
55420;WHO Regions;emr;Eastern Mediterranean Region;2013;CRS;per 10,000 live births;0,0
55421;WHO Regions;emr;Eastern Mediterranean Region;2013;MUMPS;per 1,000,000 total population;110,1
55466;WHO Regions;eur;European Region;2013;CRS;per 10,000 live births;0,1
55467;WHO Regions;eur;European Region;2013;TTETANUS;per 1,000,000 total population;0,2
55468;WHO Regions;eur;European Region;2013;PERTUSSIS;per 1,000,000 total population;54,0
55469;WHO Regions;eur;European Region;2013;RUBELLA;per 1,000,000 total population;62,2
55470;WHO Regions;eur;European Region;2013;MUMPS;per 1,000,000 total population;55,5
55471;WHO Regions;eur;European Region;2013;DIPHTHERIA;per 1,000,000 total population;0,0
55472;WHO Regions;eur;European Region;2013;JAPENC;per 1,000,000 total population;0,0
55473;WHO Regions;eur;European Region;2013;POLIO;per 1,000,000 <15 population;0,0
55474;WHO Regions;eur;European Region;2013;YFEVER;per 1,000,000 total population;0,0
55475;WHO Regions;eur;European Region;2013;NTETANUS;per 1000 live births;0,0
55476;WHO Regions;eur;European Region;2013;MEASLES;per 1,000,000 total population;33,4
56482;WHO Regions;sear;South-East Asia Region;2013;RUBELLA;per 1,000,000 total population;5,5
56483;WHO Regions;sear;South-East Asia Region;2013;MUMPS;per 1,000,000 total population;256,4
56484;WHO Regions;sear;South-East Asia Region;2013;DIPHTHERIA;per 1,000,000 total population;2,2
56485;WHO Regions;sear;South-East Asia Region;2013;MEASLES;per 1,000,000 total population;13,1
56486;WHO Regions;sear;South-East Asia Region;2013;JAPENC;per 1,000,000 total population;0,8
56487;WHO Regions;sear;South-East Asia Region;2013;PERTUSSIS;per 1,000,000 total population;20,0
56488;WHO Regions;sear;South-East Asia Region;2013;TTETANUS;per 1,000,000 total population;2,2
56489;WHO Regions;sear;South-East Asia Region;2013;CRS;per 10,000 live births;0,1
56490;WHO Regions;sear;South-East Asia Region;2013;NTETANUS;per 1000 live births;0,0
56491;WHO Regions;sear;South-East Asia Region;2013;YFEVER;per 1,000,000 total population;0,0
56492;WHO Regions;sear;South-East Asia Region;2013;POLIO;per 1,000,000 <15 population;0,0
56900;WHO Regions;wpr;Western Pacific Region;2013;RUBELLA;per 1,000,000 total population;18,1
56901;WHO Regions;wpr;Western Pacific Region;2013;MUMPS;per 1,000,000 total population;240,5
56902;WHO Regions;wpr;Western Pacific Region;2013;TTETANUS;per 1,000,000 total population;1,1
56903;WHO Regions;wpr;Western Pacific Region;2013;POLIO;per 1,000,000 <15 population;0,0
56904;WHO Regions;wpr;Western Pacific Region;2013;NTETANUS;per 1000 live births;0,0
56905;WHO Regions;wpr;Western Pacific Region;2013;PERTUSSIS;per 1,000,000 total population;12,2
56906;WHO Regions;wpr;Western Pacific Region;2013;JAPENC;per 1,000,000 total population;1,4
56907;WHO Regions;wpr;Western Pacific Region;2013;DIPHTHERIA;per 1,000,000 total population;0,0
56908;WHO Regions;wpr;Western Pacific Region;2013;MEASLES;per 1,000,000 total population;17,2
56909;WHO Regions;wpr;Western Pacific Region;2013;CRS;per 10,000 live births;0,1
56910;WHO Regions;wpr;Western Pacific Region;2013;YFEVER;per 1,000,000 total population;0,0
56977;WHO Regions;afr;African Region;2014;POLIO;per 1,000,000 <15 population;0,1
56978;WHO Regions;afr;African Region;2014;YFEVER;per 1,000,000 total population;0,0
56979;WHO Regions;afr;African Region;2014;CRS;per 10,000 live births;0,0
56980;WHO Regions;afr;African Region;2014;RUBELLA;per 1,000,000 total population;7,9
56981;WHO Regions;afr;African Region;2014;PERTUSSIS;per 1,000,000 total population;18,3
56982;WHO Regions;afr;African Region;2014;TTETANUS;per 1,000,000 total population;3,6
56983;WHO Regions;afr;African Region;2014;NTETANUS;per 1000 live births;0,0
56984;WHO Regions;afr;African Region;2014;MUMPS;per 1,000,000 total population;0,1
56985;WHO Regions;afr;African Region;2014;DIPHTHERIA;per 1,000,000 total population;0,0
56986;WHO Regions;afr;African Region;2014;JAPENC;per 1,000,000 total population;0,0
56987;WHO Regions;afr;African Region;2014;MEASLES;per 1,000,000 total population;77,3
57010;WHO Regions;amr;Region of the Americas;2014;MEASLES;per 1,000,000 total population;2,0
57011;WHO Regions;amr;Region of the Americas;2014;DIPHTHERIA;per 1,000,000 total population;0,0
57012;WHO Regions;amr;Region of the Americas;2014;MUMPS;per 1,000,000 total population;19,0
57013;WHO Regions;amr;Region of the Americas;2014;TTETANUS;per 1,000,000 total population;0,5
57014;WHO Regions;amr;Region of the Americas;2014;YFEVER;per 1,000,000 total population;0,0
57015;WHO Regions;amr;Region of the Americas;2014;NTETANUS;per 1000 live births;0,0
57016;WHO Regions;amr;Region of the Americas;2014;PERTUSSIS;per 1,000,000 total population;48,5
57017;WHO Regions;amr;Region of the Americas;2014;POLIO;per 1,000,000 <15 population;0,0
57018;WHO Regions;amr;Region of the Americas;2014;JAPENC;per 1,000,000 total population;
57019;WHO Regions;amr;Region of the Americas;2014;CRS;per 10,000 live births;0,0
57020;WHO Regions;amr;Region of the Americas;2014;RUBELLA;per 1,000,000 total population;0,0
57571;WHO Regions;emr;Eastern Mediterranean Region;2014;TTETANUS;per 1,000,000 total population;0,7
57572;WHO Regions;emr;Eastern Mediterranean Region;2014;YFEVER;per 1,000,000 total population;0,0
57573;WHO Regions;emr;Eastern Mediterranean Region;2014;MUMPS;per 1,000,000 total population;42,7
57574;WHO Regions;emr;Eastern Mediterranean Region;2014;MEASLES;per 1,000,000 total population;28,2
57575;WHO Regions;emr;Eastern Mediterranean Region;2014;NTETANUS;per 1000 live births;0,0
57576;WHO Regions;emr;Eastern Mediterranean Region;2014;CRS;per 10,000 live births;0,0
57577;WHO Regions;emr;Eastern Mediterranean Region;2014;POLIO;per 1,000,000 <15 population;1,7
57578;WHO Regions;emr;Eastern Mediterranean Region;2014;DIPHTHERIA;per 1,000,000 total population;0,1
57579;WHO Regions;emr;Eastern Mediterranean Region;2014;RUBELLA;per 1,000,000 total population;4,6
57580;WHO Regions;emr;Eastern Mediterranean Region;2014;JAPENC;per 1,000,000 total population;0,0
57581;WHO Regions;emr;Eastern Mediterranean Region;2014;PERTUSSIS;per 1,000,000 total population;4,1
57626;WHO Regions;eur;European Region;2014;CRS;per 10,000 live births;0,0
57627;WHO Regions;eur;European Region;2014;YFEVER;per 1,000,000 total population;0,0
57628;WHO Regions;eur;European Region;2014;NTETANUS;per 1000 live births;0,0
57629;WHO Regions;eur;European Region;2014;POLIO;per 1,000,000 <15 population;0,0
57630;WHO Regions;eur;European Region;2014;PERTUSSIS;per 1,000,000 total population;76,2
57631;WHO Regions;eur;European Region;2014;JAPENC;per 1,000,000 total population;0,0
57632;WHO Regions;eur;European Region;2014;DIPHTHERIA;per 1,000,000 total population;0,1
57633;WHO Regions;eur;European Region;2014;TTETANUS;per 1,000,000 total population;0,1
57634;WHO Regions;eur;European Region;2014;MEASLES;per 1,000,000 total population;19,1
57635;WHO Regions;eur;European Region;2014;MUMPS;per 1,000,000 total population;17,8
57636;WHO Regions;eur;European Region;2014;RUBELLA;per 1,000,000 total population;1,0
58623;WHO Regions;sear;South-East Asia Region;2014;DIPHTHERIA;per 1,000,000 total population;4,0
58624;WHO Regions;sear;South-East Asia Region;2014;POLIO;per 1,000,000 <15 population;0,0
58625;WHO Regions;sear;South-East Asia Region;2014;YFEVER;per 1,000,000 total population;0,0
58626;WHO Regions;sear;South-East Asia Region;2014;RUBELLA;per 1,000,000 total population;5,1
58627;WHO Regions;sear;South-East Asia Region;2014;MUMPS;per 1,000,000 total population;267,1
58628;WHO Regions;sear;South-East Asia Region;2014;JAPENC;per 1,000,000 total population;1,7
58629;WHO Regions;sear;South-East Asia Region;2014;PERTUSSIS;per 1,000,000 total population;28,9
58630;WHO Regions;sear;South-East Asia Region;2014;TTETANUS;per 1,000,000 total population;4,1
58631;WHO Regions;sear;South-East Asia Region;2014;NTETANUS;per 1000 live births;0,0
58632;WHO Regions;sear;South-East Asia Region;2014;CRS;per 10,000 live births;0,2
58633;WHO Regions;sear;South-East Asia Region;2014;MEASLES;per 1,000,000 total population;23,4
59042;WHO Regions;wpr;Western Pacific Region;2014;RUBELLA;per 1,000,000 total population;6,9
59043;WHO Regions;wpr;Western Pacific Region;2014;POLIO;per 1,000,000 <15 population;0,0
59044;WHO Regions;wpr;Western Pacific Region;2014;MEASLES;per 1,000,000 total population;70,4
59045;WHO Regions;wpr;Western Pacific Region;2014;DIPHTHERIA;per 1,000,000 total population;0,0
59046;WHO Regions;wpr;Western Pacific Region;2014;TTETANUS;per 1,000,000 total population;0,9
59047;WHO Regions;wpr;Western Pacific Region;2014;JAPENC;per 1,000,000 total population;0,8
59048;WHO Regions;wpr;Western Pacific Region;2014;CRS;per 10,000 live births;0,0
59049;WHO Regions;wpr;Western Pacific Region;2014;MUMPS;per 1,000,000 total population;148,3
59050;WHO Regions;wpr;Western Pacific Region;2014;TTETANUS;per 1,000,000 total population;0,9
59051;WHO Regions;wpr;Western Pacific Region;2014;MEASLES;per 1,000,000 total population;70,4
59052;WHO Regions;wpr;Western Pacific Region;2014;YFEVER;per 1,000,000 total population;0,0
59119;WHO Regions;afr;African Region;2015;RUBELLA;per 1,000,000 total population;5,6
59120;WHO Regions;afr;African Region;2015;POLIO;per 1,000,000 <15 population;0,0
59121;WHO Regions;afr;African Region;2015;YFEVER;per 1,000,000 total population;0,0
59122;WHO Regions;afr;African Region;2015;CRS;per 10,000 live births;0,1
59123;WHO Regions;afr;African Region;2015;MEASLES;per 1,000,000 total population;53,8
59124;WHO Regions;afr;African Region;2015;MUMPS;per 1,000,000 total population;140,9
59125;WHO Regions;afr;African Region;2015;JAPENC;per 1,000,000 total population;0,0
59126;WHO Regions;afr;African Region;2015;TTETANUS;per 1,000,000 total population;4,2
59127;WHO Regions;afr;African Region;2015;PERTUSSIS;per 1,000,000 total population;12,0
59128;WHO Regions;afr;African Region;2015;DIPHTHERIA;per 1,000,000 total population;4,6
59129;WHO Regions;afr;African Region;2015;NTETANUS;per 1000 live births;0,0
59152;WHO Regions;amr;Region of the Americas;2015;NTETANUS;per 1000 live births;0,0
59153;WHO Regions;amr;Region of the Americas;2015;PERTUSSIS;per 1,000,000 total population;32,9
59154;WHO Regions;amr;Region of the Americas;2015;DIPHTHERIA;per 1,000,000 total population;0,1
59155;WHO Regions;amr;Region of the Americas;2015;MUMPS;per 1,000,000 total population;21,2
59156;WHO Regions;amr;Region of the Americas;2015;RUBELLA;per 1,000,000 total population;0,0
59157;WHO Regions;amr;Region of the Americas;2015;JAPENC;per 1,000,000 total population;
59158;WHO Regions;amr;Region of the Americas;2015;YFEVER;per 1,000,000 total population;0,1
59159;WHO Regions;amr;Region of the Americas;2015;POLIO;per 1,000,000 <15 population;0,0
59160;WHO Regions;amr;Region of the Americas;2015;CRS;per 10,000 live births;0,0
59161;WHO Regions;amr;Region of the Americas;2015;TTETANUS;per 1,000,000 total population;0,6
59162;WHO Regions;amr;Region of the Americas;2015;MEASLES;per 1,000,000 total population;0,6
59713;WHO Regions;emr;Eastern Mediterranean Region;2015;RUBELLA;per 1,000,000 total population;3,0
59714;WHO Regions;emr;Eastern Mediterranean Region;2015;NTETANUS;per 1000 live births;0,1
59715;WHO Regions;emr;Eastern Mediterranean Region;2015;MUMPS;per 1,000,000 total population;108,7
59716;WHO Regions;emr;Eastern Mediterranean Region;2015;MEASLES;per 1,000,000 total population;32,5
59717;WHO Regions;emr;Eastern Mediterranean Region;2015;POLIO;per 1,000,000 <15 population;0,3
59718;WHO Regions;emr;Eastern Mediterranean Region;2015;PERTUSSIS;per 1,000,000 total population;2,6
59719;WHO Regions;emr;Eastern Mediterranean Region;2015;CRS;per 10,000 live births;0,0
59720;WHO Regions;emr;Eastern Mediterranean Region;2015;TTETANUS;per 1,000,000 total population;1,9
59721;WHO Regions;emr;Eastern Mediterranean Region;2015;DIPHTHERIA;per 1,000,000 total population;0,1
59722;WHO Regions;emr;Eastern Mediterranean Region;2015;YFEVER;per 1,000,000 total population;0,0
59723;WHO Regions;emr;Eastern Mediterranean Region;2015;JAPENC;per 1,000,000 total population;0,0
59768;WHO Regions;eur;European Region;2015;NTETANUS;per 1000 live births;0,0
59769;WHO Regions;eur;European Region;2015;TTETANUS;per 1,000,000 total population;0,2
59770;WHO Regions;eur;European Region;2015;MEASLES;per 1,000,000 total population;29,7
59771;WHO Regions;eur;European Region;2015;RUBELLA;per 1,000,000 total population;0,8
59772;WHO Regions;eur;European Region;2015;POLIO;per 1,000,000 <15 population;0,0
59773;WHO Regions;eur;European Region;2015;JAPENC;per 1,000,000 total population;0,0
59774;WHO Regions;eur;European Region;2015;YFEVER;per 1,000,000 total population;0,0
59775;WHO Regions;eur;European Region;2015;DIPHTHERIA;per 1,000,000 total population;0,1
59776;WHO Regions;eur;European Region;2015;CRS;per 10,000 live births;0,0
59777;WHO Regions;eur;European Region;2015;PERTUSSIS;per 1,000,000 total population;67,3
59778;WHO Regions;eur;European Region;2015;MUMPS;per 1,000,000 total population;14,9
60794;WHO Regions;sear;South-East Asia Region;2015;POLIO;per 1,000,000 <15 population;0,0
60795;WHO Regions;sear;South-East Asia Region;2015;JAPENC;per 1,000,000 total population;1,5
60796;WHO Regions;sear;South-East Asia Region;2015;NTETANUS;per 1000 live births;0,0
60797;WHO Regions;sear;South-East Asia Region;2015;TTETANUS;per 1,000,000 total population;2,4
60798;WHO Regions;sear;South-East Asia Region;2015;DIPHTHERIA;per 1,000,000 total population;1,5
60799;WHO Regions;sear;South-East Asia Region;2015;RUBELLA;per 1,000,000 total population;3,4
60800;WHO Regions;sear;South-East Asia Region;2015;PERTUSSIS;per 1,000,000 total population;17,9
60801;WHO Regions;sear;South-East Asia Region;2015;MUMPS;per 1,000,000 total population;300,2
60802;WHO Regions;sear;South-East Asia Region;2015;MEASLES;per 1,000,000 total population;25,4
60803;WHO Regions;sear;South-East Asia Region;2015;YFEVER;per 1,000,000 total population;0,0
60804;WHO Regions;sear;South-East Asia Region;2015;CRS;per 10,000 live births;0,2
61223;WHO Regions;wpr;Western Pacific Region;2015;JAPENC;per 1,000,000 total population;0,7
61224;WHO Regions;wpr;Western Pacific Region;2015;CRS;per 10,000 live births;0,0
61225;WHO Regions;wpr;Western Pacific Region;2015;MUMPS;per 1,000,000 total population;156,6
61226;WHO Regions;wpr;Western Pacific Region;2015;RUBELLA;per 1,000,000 total population;5,0
61227;WHO Regions;wpr;Western Pacific Region;2015;POLIO;per 1,000,000 <15 population;0,0
61228;WHO Regions;wpr;Western Pacific Region;2015;TTETANUS;per 1,000,000 total population;3,2
61229;WHO Regions;wpr;Western Pacific Region;2015;YFEVER;per 1,000,000 total population;0,0
61230;WHO Regions;wpr;Western Pacific Region;2015;NTETANUS;per 1000 live births;0,0
61231;WHO Regions;wpr;Western Pacific Region;2015;DIPHTHERIA;per 1,000,000 total population;0,1
61232;WHO Regions;wpr;Western Pacific Region;2015;PERTUSSIS;per 1,000,000 total population;18,5
61233;WHO Regions;wpr;Western Pacific Region;2015;MEASLES;per 1,000,000 total population;34,8
61300;WHO Regions;afr;African Region;2016;JAPENC;per 1,000,000 total population;0,0
61301;WHO Regions;afr;African Region;2016;MEASLES;per 1,000,000 total population;37,0
61302;WHO Regions;afr;African Region;2016;CRS;per 10,000 live births;0,0
61303;WHO Regions;afr;African Region;2016;POLIO;per 1,000,000 <15 population;0,0
61304;WHO Regions;afr;African Region;2016;RUBELLA;per 1,000,000 total population;4,3
61305;WHO Regions;afr;African Region;2016;TTETANUS;per 1,000,000 total population;7,2
61306;WHO Regions;afr;African Region;2016;YFEVER;per 1,000,000 total population;1,2
61307;WHO Regions;afr;African Region;2016;MUMPS;per 1,000,000 total population;417,5
61308;WHO Regions;afr;African Region;2016;DIPHTHERIA;per 1,000,000 total population;9,6
61309;WHO Regions;afr;African Region;2016;NTETANUS;per 1000 live births;0,0
61310;WHO Regions;afr;African Region;2016;PERTUSSIS;per 1,000,000 total population;3,2
61333;WHO Regions;amr;Region of the Americas;2016;RUBELLA;per 1,000,000 total population;0,0
61334;WHO Regions;amr;Region of the Americas;2016;MEASLES;per 1,000,000 total population;0,1
61335;WHO Regions;amr;Region of the Americas;2016;NTETANUS;per 1000 live births;0,0
61336;WHO Regions;amr;Region of the Americas;2016;CRS;per 10,000 live births;0,0
61337;WHO Regions;amr;Region of the Americas;2016;DIPHTHERIA;per 1,000,000 total population;0,0
61338;WHO Regions;amr;Region of the Americas;2016;YFEVER;per 1,000,000 total population;0,2
61339;WHO Regions;amr;Region of the Americas;2016;TTETANUS;per 1,000,000 total population;0,5
61340;WHO Regions;amr;Region of the Americas;2016;MUMPS;per 1,000,000 total population;37,3
61341;WHO Regions;amr;Region of the Americas;2016;PERTUSSIS;per 1,000,000 total population;28,9
61342;WHO Regions;amr;Region of the Americas;2016;POLIO;per 1,000,000 <15 population;0,0
61878;WHO Regions;emr;Eastern Mediterranean Region;2016;RUBELLA;per 1,000,000 total population;3,4
61879;WHO Regions;emr;Eastern Mediterranean Region;2016;POLIO;per 1,000,000 <15 population;0,2
61880;WHO Regions;emr;Eastern Mediterranean Region;2016;JAPENC;per 1,000,000 total population;0,0
61881;WHO Regions;emr;Eastern Mediterranean Region;2016;CRS;per 10,000 live births;0,0
61882;WHO Regions;emr;Eastern Mediterranean Region;2016;PERTUSSIS;per 1,000,000 total population;2,8
61883;WHO Regions;emr;Eastern Mediterranean Region;2016;NTETANUS;per 1000 live births;0,0
61884;WHO Regions;emr;Eastern Mediterranean Region;2016;MEASLES;per 1,000,000 total population;9,8
61885;WHO Regions;emr;Eastern Mediterranean Region;2016;MUMPS;per 1,000,000 total population;313,8
61886;WHO Regions;emr;Eastern Mediterranean Region;2016;YFEVER;per 1,000,000 total population;0,0
61887;WHO Regions;emr;Eastern Mediterranean Region;2016;TTETANUS;per 1,000,000 total population;0,3
61888;WHO Regions;emr;Eastern Mediterranean Region;2016;DIPHTHERIA;per 1,000,000 total population;0,0
61933;WHO Regions;eur;European Region;2016;CRS;per 10,000 live births;0,0
61934;WHO Regions;eur;European Region;2016;POLIO;per 1,000,000 <15 population;0,0
61935;WHO Regions;eur;European Region;2016;NTETANUS;per 1000 live births;0,0
61936;WHO Regions;eur;European Region;2016;YFEVER;per 1,000,000 total population;0,0
61937;WHO Regions;eur;European Region;2016;JAPENC;per 1,000,000 total population;0,0
61938;WHO Regions;eur;European Region;2016;RUBELLA;per 1,000,000 total population;1,9
61939;WHO Regions;eur;European Region;2016;MEASLES;per 1,000,000 total population;5,2
61940;WHO Regions;eur;European Region;2016;TTETANUS;per 1,000,000 total population;0,2
61941;WHO Regions;eur;European Region;2016;DIPHTHERIA;per 1,000,000 total population;0,1
61942;WHO Regions;eur;European Region;2016;PERTUSSIS;per 1,000,000 total population;81,4
61943;WHO Regions;eur;European Region;2016;MUMPS;per 1,000,000 total population;27,5
62966;WHO Regions;sear;South-East Asia Region;2016;MUMPS;per 1,000,000 total population;218,9
62967;WHO Regions;sear;South-East Asia Region;2016;TTETANUS;per 1,000,000 total population;3,0
62968;WHO Regions;sear;South-East Asia Region;2016;POLIO;per 1,000,000 <15 population;0,0
62969;WHO Regions;sear;South-East Asia Region;2016;PERTUSSIS;per 1,000,000 total population;22,2
62970;WHO Regions;sear;South-East Asia Region;2016;NTETANUS;per 1000 live births;0,0
62971;WHO Regions;sear;South-East Asia Region;2016;MEASLES;per 1,000,000 total population;14,2
62972;WHO Regions;sear;South-East Asia Region;2016;JAPENC;per 1,000,000 total population;1,8
62973;WHO Regions;sear;South-East Asia Region;2016;DIPHTHERIA;per 1,000,000 total population;2,1
62974;WHO Regions;sear;South-East Asia Region;2016;RUBELLA;per 1,000,000 total population;5,3
62975;WHO Regions;sear;South-East Asia Region;2016;CRS;per 10,000 live births;0,1
62976;WHO Regions;sear;South-East Asia Region;2016;YFEVER;per 1,000,000 total population;0,0
63378;WHO Regions;wpr;Western Pacific Region;2016;JAPENC;per 1,000,000 total population;1,0
63379;WHO Regions;wpr;Western Pacific Region;2016;NTETANUS;per 1000 live births;0,0
63380;WHO Regions;wpr;Western Pacific Region;2016;POLIO;per 1,000,000 <15 population;0,0
63381;WHO Regions;wpr;Western Pacific Region;2016;PERTUSSIS;per 1,000,000 total population;16,2
63382;WHO Regions;wpr;Western Pacific Region;2016;MEASLES;per 1,000,000 total population;30,7
63383;WHO Regions;wpr;Western Pacific Region;2016;MUMPS;per 1,000,000 total population;208,0
63384;WHO Regions;wpr;Western Pacific Region;2016;DIPHTHERIA;per 1,000,000 total population;0,1
63385;WHO Regions;wpr;Western Pacific Region;2016;YFEVER;per 1,000,000 total population;0,0
63386;WHO Regions;wpr;Western Pacific Region;2016;CRS;per 10,000 live births;0,0
63387;WHO Regions;wpr;Western Pacific Region;2016;TTETANUS;per 1,000,000 total population;3,3
63388;WHO Regions;wpr;Western Pacific Region;2016;RUBELLA;per 1,000,000 total population;2,9
63455;WHO Regions;afr;African Region;2017;TTETANUS;per 1,000,000 total population;3,7
63456;WHO Regions;afr;African Region;2017;DIPHTHERIA;per 1,000,000 total population;0,2
63457;WHO Regions;afr;African Region;2017;CRS;per 10,000 live births;0,0
63458;WHO Regions;afr;African Region;2017;RUBELLA;per 1,000,000 total population;6,6
63459;WHO Regions;afr;African Region;2017;MUMPS;per 1,000,000 total population;176,6
63460;WHO Regions;afr;African Region;2017;JAPENC;per 1,000,000 total population;0,0
63461;WHO Regions;afr;African Region;2017;POLIO;per 1,000,000 <15 population;0,1
63462;WHO Regions;afr;African Region;2017;YFEVER;per 1,000,000 total population;0,1
63463;WHO Regions;afr;African Region;2017;NTETANUS;per 1000 live births;0,0
63464;WHO Regions;afr;African Region;2017;PERTUSSIS;per 1,000,000 total population;10,9
63465;WHO Regions;afr;African Region;2017;MEASLES;per 1,000,000 total population;70,1
